"tmdb_id","description","tmdb_url","cover_url","vote_average","vote_count","release_date","original_language","popularity"
"9671","Crocodile Dundee alias Michael J. est un aventurier qui hante les vastes étendues du Bush australien : repas de lézards, larves et fourmis, rencontres inopinées avec des serpents et crocodiles… Élevé par une tribu d’aborigènes, il « zone » dans ces terrifiantes contrées comme un poisson dans l’eau. Sue Charlton, ambitieuse journaliste américaine, découvre l’homme sauvage et veut à tout prix faire un scoop. Elle finit par le rencontrer, l’emmène à New York, succombe à ses charmes et le suit pour le meilleur et pour le pire…","https://www.themoviedb.org/movie/9671","https://image.tmdb.org/t/p/w500/1Oghywy3zfyTu0gxbnqzrZwlwDS.jpg","6.4","1951","1986-09-26","en","4.468"
"9674","Ring 0 nous fait remonter aux origines de la malédiction, plusieurs décennies avant l'action des deux premiers épisodes. Il nous raconte par quel destin tragique la jeune Sadako est devenue un fantôme maléfique et vengeur.","https://www.themoviedb.org/movie/9674","https://image.tmdb.org/t/p/w500/x0ZrQmfBHgF0VA8en7K6tpnDGIT.jpg","6.1","262","2000-01-22","ja","2.816"
"9675","Miles, un écrivain raté récemment divorcé, et son ami Jack, un acteur sur le point de se marier, décident de faire la route des vins dans la vallée de Santa Ynez, en Californie. Aussi différents que proches, ils n'ont en commun que les ambitions déçues et l'inquiétude face au temps qui passe.De dégustation en dégustation, Miles et Jack se noient dans l'amour du divin nectar et des femmes. Jack tombe sous le charme de Stéphanie, une séduisante serveuse, et met en péril son futur mariage. Miles, lui, entame une liaison avec Maya, sommelière. L'heure des remises en cause a sonné. Alors que la fin du voyage et le mariage approchent, Miles et Jack sont de moins en moins sûrs de vouloir rentrer. Se pose alors la seule vraie question qui vaille : quelle vie choisir ?","https://www.themoviedb.org/movie/9675","https://image.tmdb.org/t/p/w500/6ha8YJCxfsQSOL4lTLESIcX9oBk.jpg","7.097","1723","2004-10-22","en","3.6708"
"9676","Dans les années 40, à Los Angeles, Bucky et Lee, deux inspecteurs, s'attaquent à une affaire de meurtre particulièrement difficile. Une starlette, Elizabeth Short, a été découverte atrocement mutilée. Sa beauté et sa fin tragique deviennent les sujets de conversation de toute la ville. Certains sont prêts à tout pour en tirer bénéfice… ou cacher leurs secrets. Quels étaient les liens de la victime avec la puissante famille Linscott ? Que vivait-elle dans son intimité ? Et avec qui ? Au-delà des apparences, l'enquête commence…","https://www.themoviedb.org/movie/9676","https://image.tmdb.org/t/p/w500/lv9l39KlXIgOmfxuWJ8gHHbfTXx.jpg","5.636","1129","2006-09-15","en","4.7735"
"9678","Nicky, un jeune homme ordinaire, plutôt gentil, préfère jouer de la guitare plutôt que de s’investir dans de sombres affaires familiales. Ses deux frères sont en revanche dévorés d’ambition, sans scrupule, et n’attendent qu’une chose : prendre la place de leur infernal papa, le diable lui‐même. Mais celui‐ci n’est pas prêt à passer la main. Dépités et furieux, les deux Belzébuth juniors quittent la maison pour New York et condamnent la porte des enfers, privant leur père des nouvelles recrues du purgatoire qui assurent sa survie. Nicky va devoir sauver le diable.","https://www.themoviedb.org/movie/9678","https://image.tmdb.org/t/p/w500/AudA8gnTWSBWXBHSBHnr3HHUXXM.jpg","5.856","1863","2000-11-10","en","4.5831"
"9679","Pour sauver son frère Kip qui est entre les mains du redoutable Raymond Calitri, Memphis, un ancien braqueur de voitures, doit voler cinquante bolides d'exception en une nuit. Ses ennemis, ses amis, celle qu'il a toujours aimée et la police, qui n'a jamais réussi à le coincer, l'attendent au tournant.","https://www.themoviedb.org/movie/9679","https://image.tmdb.org/t/p/w500/jY1qVXHz3IDGoajFivOhXgpBxHE.jpg","6.438","4568","2000-06-09","en","8.2882"
"9681","Il est le plus grand séducteur du monde. Aucune femme n'a pu résister au charme de cet homme flamboyant, maître des apparences et bel esprit... Jusqu'à aujourd'hui. Pour la première fois de sa vie, le légendaire Casanova se heurte à un obstacle. La jeune beauté vénitienne Francesca le repousse. Grâce à ses déguisements et à ses ruses, Casanova parvient à se rapprocher de la jeune femme. Mais dans ce jeu bien plus dangereux que les autres, il risque non seulement sa vie et sa réputation, mais aussi sa seule chance de connaître la vraie passion...","https://www.themoviedb.org/movie/9681","https://image.tmdb.org/t/p/w500/pp237jqOnlLojQfvCgJHv5yZofL.jpg","6.454","899","2005-12-25","en","3.2385"
"9683","immy Livingston est un jeune homme pas comme les autres. Né avec un système immunitaire défaillant, il est obligé de vivre confiné dans une bulle aseptisée qui le protège du monde extérieur. Grâce à sa mère qui lui témoigne une attention de tous les instants, Jimmy est heureux.
 Mais celui-ci décide de sortir de son univers cloisonné lorsqu'il apprend que Chloé, son amie d'enfance, dont il est amoureux, s'apprête à se marier aux chutes du Niagara. Pour se lancer à sa recherche, Jimmy construit une bulle portable avec laquelle il peut se déplacer","https://www.themoviedb.org/movie/9683","https://image.tmdb.org/t/p/w500/tFwvUSc8g0HHvDOBQ2rvC9LWVSj.jpg","5.7","588","2001-08-24","en","2.8559"
"9686","3 sketchs qui ont pour cadre la ville de New York : Apprentissages (Life Lessons) de Martin Scorsese : Tandis qu'il se sépare de sa compagne et assistante, un peintre prépare une exposition. / La Vie sans Zoe (Life Without Zoe) de Francis Ford Coppola : Une fillette de 12 ans, qui vit dans un palace, découvre une boucle d'oreille offerte par une princesse à son père. / Le Complot d'Oedipe (Oedipus Wrecks) de Woody Allen : Lors d'un spectacle de magie, la mère envahissante de Sheldon disparaît. Mais son visage continue d'apparaître dans le ciel de New York.","https://www.themoviedb.org/movie/9686","https://image.tmdb.org/t/p/w500/sB9bLA8WHyhi9sBCFD28pGfewuU.jpg","6.237","382","1989-03-10","en","3.1402"
"9689","Val Waxman, un réalisateur qui a connu son heure de gloire dans les années quatre-vingt, met aujourd'hui en scène de simples spots publicitaires. À Hollywood, certains le traitent d'artiste, d'intello ou de perfectionniste maniaque, tandis que d'autres le considèrent comme un fauteur de trouble, un nombriliste névrosé et un incurable hypocondriaque.Val vient d'être viré de son dernier tournage au Canada. Il se sait au bout du rouleau. C'est alors que son ex-femme, Ellie, lui offre une chance inespérée de se refaire. Elle suggère au puissant producteur Hal Yeager, son patron et amant, de confier à Val la réalisation d'un film de 60 millions de dollars : « The City that never sleeps », une ode à sa ville favorite : New York. Poussé par son agent Al Hacks, Val emporte de justesse le contrat. Mais une « petite complication » surgit à la veille du tournage.","https://www.themoviedb.org/movie/9689","https://image.tmdb.org/t/p/w500/2MtlQLh9Y4a5KqOLKbeIDWYFORD.jpg","6.5","506","2002-05-03","en","2.6989"
"9691","Un tueur désenchanté, son jeune émule et une jeune femme pirate informatique vont s'affronter, l'un pour gagner enfin sa liberté, l'autre pour la gloire, et la troisième pour l'amour.","https://www.themoviedb.org/movie/9691","https://image.tmdb.org/t/p/w500/4kk3h4450bc4n8C5aWq7ymdXdYu.jpg","6.482","1596","1995-10-06","en","4.3488"
"9693","Dans une société futuriste où les êtres humains ne parviennent plus à se reproduire, l’annonce de la mort de la plus jeune personne, âgée de 18 ans, met la population en émoi. Au même moment, une femme tombe enceinte - un fait qui ne s'est pas produit depuis une vingtaine d'années - et devient par la même occasion la personne la plus enviée et la plus recherchée de la Terre. Un homme est chargé de sa protection...","https://www.themoviedb.org/movie/9693","https://image.tmdb.org/t/p/w500/zvABa9EuAK9XeqBojYyb3Yaahcf.jpg","7.61","7317","2006-09-22","en","9.3094"
"9694","Un soir, Yumi est témoin d'un étrange incident. Son amie Yoko reçoit un message identifié comme émanant de son propre téléphone, mais daté de trois jours plus tard. Si la mélodie qui annonce l'appel lui est inconnue, Yoko reconnaît en revanche sa propre voix sur l'enregistrement : un cri d'effroi qui lui glace le sang. Elle raccroche et tente de ne plus y penser. Mais trois jours plus tard, Yoko meurt à l'heure et dans les conditions exactes du message prémonitoire. Au lycée, un événement similaire se produit quelques jours seulement après la mort de Yoko. Un élève disparaît dans des circonstances inexplicables. A chaque nouvel appel, la sonnerie et le message spécifiques annoncent une mort certaine à leur destinataire, avec la date et l'heure exactes.Yumi décide d'enquêter. D'autant que sa meilleure amie Natsumi a elle-même reçu un appel fantôme...","https://www.themoviedb.org/movie/9694","https://image.tmdb.org/t/p/w500/l4qGI1MSldH2i2spycoM3XLAaec.jpg","6.2","431","2003-11-03","ja","3.2444"
"9696","Un chef de gang a disparu, ainsi qu'une énorme somme d'argent qu'il avait en sa possession. Ses hommes se mettent à sa recherche, pensant d'abord à un coup d'une bande rivale. Mais ils découvrent rapidement que c'est un tueur professionnel qui se cache derrière toute cette affaire.","https://www.themoviedb.org/movie/9696","https://image.tmdb.org/t/p/w500/x6M7uB7DFxsBaNRr2bJFHQi9yLZ.jpg","7","1013","2001-12-22","ja","4.0185"
"9697","Cleveland Heep a tenté discrètement de se perdre à jamais dans les abysses de son vieil immeuble. Mais, cette nuit-là, il découvre dans le sous-sol de la piscine une jeune nymphe sortie d'un conte fantastique. La mystérieuse ""narf"" Story est poursuivie par des créatures maléfiques qui veulent l'empêcher de rejoindre son monde. Ses dons de voyance lui ont révélé l'avenir de chacun des occupants de l'immeuble, dont le sort et le salut sont étroitement liés aux siens. Pour regagner son univers, Story va devoir décrypter une série de codes avec l'aide de Cleveland... pour peu que celui-ci arrive à semer les démons qui le hantent. Le temps presse : d'ici la fin de la nuit, leur destin à tous sera scellé...","https://www.themoviedb.org/movie/9697","https://image.tmdb.org/t/p/w500/6St2blR9KlSs0cvPKo9y1iuC20b.jpg","5.6","1411","2006-07-19","en","2.8335"
"9699","Le fameux diamant la Panthère rose a disparu. L'inspecteur Clouseau qui a été appelé pour mener l'enquête, disparaît avec son avion. Marie Jouvet, une célèbre journaliste française, va alors tenter de le retrouver.","https://www.themoviedb.org/movie/9699","https://image.tmdb.org/t/p/w500/j4wQUDzkPoxTmBQvbZ4YD9uxngk.jpg","5.2","283","1982-12-03","en","2.9638"
"9701","Divorcée, mère de deux jeunes enfants, Josey Aimes a regagné sa bourgade natale du Minnesota à la recherche d'un emploi. Un seul débouché s'offre à elle : la mine. Malheureusement, la mine est un fief masculin, où les rares femmes s'exposent à la méfiance, voire à l'hostilité, d'un certain nombre de mineurs qui jugent qu'elles n'y ont pas leur place. Josey se trouve donc en butte à la malveillance des ""fortes têtes"", à leurs plaisanteries d'un goût douteux, à leurs insinuations salaces, à leur manoeuvres de harcèlement, qui lui deviennent vite intolérables. Mais personne ne veut entendre ses protestations. Josey est invitée à garder le silence... Mais les incidents se multiplient, et le pression monte de jour en jour, jusqu'à ce que la jeune femme tente l'impensable : porter l'affaire devant la justice...","https://www.themoviedb.org/movie/9701","https://image.tmdb.org/t/p/w500/nqQt1BMzjgj8s3MRtbV38i70hpH.jpg","7.249","677","2005-02-12","en","4.41"
"9702","Dans les années 1970, Miklo, issu d'un métissage américain et mexicain, est en liberté conditionnelle. Lorsqu'il frappe son père à Las Vegas, il retourne immédiatement dans son quartier d'origine à East Los Angeles. Il y retrouve sa famille maternelle et mexicaine, dont principalement Paco et Cruzito, ses cousins. Malgré sa peau blanche, Miklo reste un chicano, mais lorsqu'avant la fin de sa probation il veut son tatouage ""Vatos Locos"" et que pour cela il doit faire ses preuves, il n'hésite pas attaquer un gang rival, ce qui va engendrer une guerre et la séparation des trois chicanos.","https://www.themoviedb.org/movie/9702","https://image.tmdb.org/t/p/w500/i9Mj2DS1Gka2wKJT4hMHeQqA38Z.jpg","8.1","1424","1993-02-05","en","7.2432"
"9703","Le film se déroule en 476 après Jésus-Christ, à l'aube de la chute de l'Empire romain d'Occident, menacé par l'arrivée des Goths venus de l'Est. Dans un empire en pleine guerre, Oreste, dernier maître de Rome, fait couronner son fils, Romulus Augustus, dernier héritier de Jules César. Celui-ci, âgé de 10 ans, est placé sous la protection du commandant Aurelius, mais lui et ses hommes ne peuvent rien contre l'attaque de Odoacre, chef des Goths : Rome est vaincu et le jeune empereur est capturé.","https://www.themoviedb.org/movie/9703","https://image.tmdb.org/t/p/w500/u60n2LH2D87P5Ban8iFXg4Wy0lI.jpg","5.594","808","2007-04-19","en","3.6241"
"9705","9,5 milliards de dollars, c'est la somme d'argent qu'avait mise de côté le gouvernement américain dans les années 80 au cours de l'opération antidrogue dite ""Espadon"". Ses fonds secrets ont été subtilisés par les hauts dirigeants du pays en vue de leur retraite. Gabriel Shear, qui dirige un groupe de mercenaires, est bien décidé à dérober cette somme astronomique. Mais il lui manque dans son équipe un génie du piratage informatique. Récemment sorti de prison, Stanley Jobson recommence sa vie sur de nouvelles bases. Il a commis un faux pas en utilisant à mauvais escient ses connaissances informatiques et n'a maintenant plus le droit d'utiliser d'ordinateur, une conséquence qu'il assume pleinement...","https://www.themoviedb.org/movie/9705","https://image.tmdb.org/t/p/w500/gyL28FJgrujBv6PNMZDilYEATLg.jpg","6.2","2757","2001-06-08","en","5.8242"
"9706","Un jeune pathologiste se pose de nombreuses questions sur la mystérieuse mort d'un de ses amis disparu après avoir été en contact avec une cassette. Cette vidéo avait également causé le décès de la femme et du fils du défunt.","https://www.themoviedb.org/movie/9706","https://image.tmdb.org/t/p/w500/za2XIkQ249e1qQ0hhHhV8pAcGGZ.jpg","5.3","145","1998-01-31","ja","2.8667"
"9708","Edward Malus est chargé d'enquêter sur la disparition d'une petite fille sur une île isolée. Au cours de ses investigations, il découvre que la population locale se livre à d'étranges cérémonies d'un autre âge et que la jeune disparue a peut-être été victime d'un sacrifice humain…","https://www.themoviedb.org/movie/9708","https://image.tmdb.org/t/p/w500/5U0cpOerEu8jeen7T1wfAHZaWTL.jpg","4.313","1337","2006-08-31","en","3.8132"
"9710","Les nouvelles aventures d'Allan Quatermain et de Jessie Huston , désormais sa compagne. Alors qu'il s'apprêtent à partir aux Etats-Unis pour se marier, un homme grièvement blessé surgit. Allan recueille alors les confessions du mourant...","https://www.themoviedb.org/movie/9710","https://image.tmdb.org/t/p/w500/abKDvVdenV3fqOlOAYHjeXncY6Q.jpg","4.74","281","1986-12-17","en","3.1956"
"9711","Sara, la fille de Eve, est le dernier espoir de la troisième génération de mutants menacée d'extinction Les extraterrestres sont parmi nous. Les autorités fédérales et les scientifiques en décousent maintenant avec la troisième génération de mutants, génétiquement modifiée et mise au monde par Eve, juste avant de mourir. L'enfant est recueillie en secret par le professeur Abbot, chercheur en biologie moléculaire. En quelques jours, la jeune fille mue en adulte et le scientifique découvre la vulnérabilité de l'espèce qui périclite en se reproduisant. Déterminé à sauver sa progéniture alien et à remporter un prix Nobel, Abbot ambitionne d'élaborer une lignée de cellules souches invulnérable à partir des œufs de sa protégée, Sara...","https://www.themoviedb.org/movie/9711","https://image.tmdb.org/t/p/w500/rDaqawTn75jQtBaX1SAFH4fTh7H.jpg","5.2","423","2005-01-14","en","3.4264"
"9713","Quand le financier Mc Bainbridge rachète GBSN, une chaine de télé-achat, Ricky Hayman, animateur stressé, prend peur. Menacé de perdre son emploi et terrifié a l'idée de se retrouver au chômage, il cherche désespérément un concept novateur susceptible d'augmenter ses ventes. C'est alors que Ricky rencontre par hasard un gourou itinérant, Mister G, prédicateur charismatique. C'est l'idée de génie. Pourquoi ne pas offrir a Mister G sa propre émission et transformer le télé-achat en expérience spirituelle?","https://www.themoviedb.org/movie/9713","https://image.tmdb.org/t/p/w500/tSMPqsagnLiomkWrBXwbCNNJGiy.jpg","5.269","429","1998-10-08","en","2.8649"
"9714","De dangereux trafiquants prennent livraison à Hong Kong d'un microprocesseur à usage militaire et le dissimulent dans un jouet électronique. À l'aéroport, Mrs Hess prend par erreur le sac contenant le jouet. Les malfrats retrouvent sa trace dans la banlieue de Chicago, mais faute de connaître son nom, s'installent dans sa rue et visitent chaque maison. Mrs Hess a offert le jouet à son petit voisin, Alex, précoce et déluré, qui ne tarde pas à remarquer le manège des gangsters.","https://www.themoviedb.org/movie/9714","https://image.tmdb.org/t/p/w500/jFlRBtxKgogQso43nC7t65gJeNS.jpg","5.274","3088","1997-12-12","en","5.879"
"9715","Un stupide ""jeu de la vérité"" télévisé révèle soudain a Birdee, mère et épouse heureuse, que son mari la trompe avec sa meilleure amie et qu'il s'apprête à divorcer. Effondrée, Birdee retourne chez sa mère, Ramona qui vit dans la petite bourgade texane de Smithville. Dans l'ambiance chaleureuse et désuète de ce lieu inchangé, Birdee revit avec émotion ses souvenirs de jeunesse et refait connaissance avec Justin Matisse, prétendant timide et gauche qui n'a jamais cessé de l'aimer.","https://www.themoviedb.org/movie/9715","https://image.tmdb.org/t/p/w500/chfXCoPU8I2BYmjfiiSsZpP9KFv.jpg","6.403","477","1998-05-29","en","6.4514"
"9716","Les membres d'une famille américaine, éclatée et pittoresque, se retrouvent tout au long de l'année à l'occasion des fêtes traditionnelles, d'Halloween à Thanksgiving.","https://www.themoviedb.org/movie/9716","https://image.tmdb.org/t/p/w500/ndWEqRCHNZlpPHsjOdUVmQmflN4.jpg","6.4","676","1996-12-06","en","3.0547"
"9717","Agent du FBI reconnu et apprécié, Warren Stantin doit faire face à une enquête particulièrement délicate. Un individu a pris en otage la femme d'un bijoutier dont il réclame le plus rapidement possible un sac de diamants. Après avoir tué son otage, il s'échappe et intègre un groupe de randonneurs avec l'espoir de passer sans encombre la frontière canadienne. La course poursuite est lancée…","https://www.themoviedb.org/movie/9717","https://image.tmdb.org/t/p/w500/ti7Bq6yMeLxlIk6MI9NjZiJMFgk.jpg","6.58","243","1988-02-12","en","2.6924"
"9718","Ricky Bobby est devenu un héros national grâce à ses nombreuses victoires dans la course automobile. Avec Cal, son ami d'enfance, ils se partagent, en toute loyauté, la première et la deuxième places du podium. L'arrivée d'un Français réputé dans le monde de la formule 1 va venir troubler la compétition et remettre en cause leur suprématie.","https://www.themoviedb.org/movie/9718","https://image.tmdb.org/t/p/w500/hemJlthX3dCAYfgfnQRbXA0UyJm.jpg","6.359","1739","2006-08-04","en","4.4848"
"9722","Isabel, sublime sorcière déterminée à vivre sans sorcellerie, part à Hollywood afin de trouver l'amour parmi les mortels. Là-bas, elle rencontre Jack, un acteur qui la persuade de jouer à ses côtés dans le remake de la célèbre série Ma sorcière bien aimée. Nos deux héros vont tomber amoureux, et provoquer malgré eux une collision entre leurs deux univers.","https://www.themoviedb.org/movie/9722","https://image.tmdb.org/t/p/w500/cTB07up3D3r9F6g5QD7tUjPyYdd.jpg","5.1","1569","2005-06-21","en","3.3445"
"9725","Alors qu'on le croyait mort noyé au fond de Crystal Lake, Jason Vorhees revient se venger du sort réservé à sa mère. Après avoir assassiné Alice, seule survivante du premier opus, il massacre les innocents campeurs présents, puis doit faire face à Ginny, dotée de pouvoirs psychiques, et son ami Paul.","https://www.themoviedb.org/movie/9725","https://image.tmdb.org/t/p/w500/1TMoKnOrryl5TJvs6RhI4F9zYBo.jpg","6.187","1747","1981-05-01","en","4.4546"
"9726","Max Skinner, un banquier d'affaires anglais, hérite du vignoble provençal où il passait autrefois ses vacances d'été aux côtés de son oncle. Il y retrouve Francis Duflot, le vigneron qu'il a connu enfant et qui veille depuis trente ans sur les cépages.Alors qu'il prend possession de ses terres, Max apprend qu'il est suspendu suite à une de ses transactions douteuses. Il se résout à s'installer quelque temps dans la propriété. Sachant qu'un château et un vignoble peuvent valoir plusieurs millions de dollars si le vin est bon, il envisage de vendre. Pourtant, il faut se rendre à l'évidence : le domaine ne produit qu'une horrible vinasse.Max commence peu à peu à goûter la douceur de la vie provençale, mais une jeune Californienne, Christie Roberts, débarque soudain et prétend qu'elle est la fille illégitime de l'oncle décédé, ce qui pourrait faire d'elle l'héritière du domaine...","https://www.themoviedb.org/movie/9726","https://image.tmdb.org/t/p/w500/2CpHzyTIa9dSU9IYU2y8X6ApBnw.jpg","6.667","1529","2006-09-09","en","4.3185"
"9728","Jason Voorhes, le célèbre tueur au masque de hockey est de retour, plus décidé que jamais à semer la terreur, cette fois-ci dans une petite ferme où se rend un groupe de jeunes gens. Le tueur se trouve également aux prises avec un gang de motards.","https://www.themoviedb.org/movie/9728","https://image.tmdb.org/t/p/w500/em5rS28jN3WQRIBxy5ZCf9WPidR.jpg","5.867","1469","1982-08-13","en","5.2613"
"9729","1959. Lanny Morris et Vince Collins sont les comiques les plus célèbres des États-Unis. Ils forment un tandem traditionnel - Lanny le dépressif obsessionnel et Vince le type raisonnable et plein de sang-froid - mais à eux deux, ils savent aussi bien faire hurler de rire le public que l'émouvoir aux larmes lors d'un de leurs mémorables Téléthons. Riches, puissants, extraordinairement populaires, ils sont à l'apogée de leur carrière, quand un événement terrible vient tout remettre en question.","https://www.themoviedb.org/movie/9729","https://image.tmdb.org/t/p/w500/z9Tk4DlDjBbHPXM4wnq55Zi46lS.jpg","6.168","298","2005-10-07","en","2.6461"
"9730","À Crystal Lake, Jason qu'on croit mort s'échappe de la morgue. Une famille s'installe dans leur maison de vacances, les enfants Trish et Tommy font connaissance avec Rob, un campeur. Or, Rob raconte à Trish qu'il est là pour venger sa sœur que Jason avait tuée, car il sait que Jason est revenu à Crystal Lake...","https://www.themoviedb.org/movie/9730","https://image.tmdb.org/t/p/w500/y0DQlGBnJ3LpNyqBZUQAE2m6VKu.jpg","6.102","1380","1984-04-13","en","4.9615"
"9731","Le jeune Tommy qui a tué Jason a maintenant 18 ans et vit dans une maison de repos pour jeunes handicapés mentaux. Mais voilà qu'une série de meurtres atroces recommence. N'y aurait-il pas l'ombre de Jason derrière cette machette qui a tendance à décapiter à tout va ?","https://www.themoviedb.org/movie/9731","https://image.tmdb.org/t/p/w500/IeakBUd9VWq5Hzu0UhS6H5v4Qv.jpg","5.257","1201","1985-03-22","en","4.2021"
"9732","Kiara, fille de Simba et lionçonne au caractère affirmé, aspire partir à l'aventure et contourne la surveillance de son père. Timon et Pumbaa sont de bien impuissants baby-sitters, surtout quand elle rencontre un intrigant rival, Kovu, l'héritier de Scar. En cherchant leur place dans le Grand Cercle de la Vie, les deux lionceaux découvrent que l'unité vaut mieux que l'adversité.","https://www.themoviedb.org/movie/9732","https://image.tmdb.org/t/p/w500/k3bXkFnSdEeQa5WcK1R1tfDKcDp.jpg","6.951","4497","1998-10-24","en","10.1718"
"9737","Si Mike Lowrey est un séducteur invétéré, héritier d'une fortune et policier par passion, son collègue et ami Marcus Burnett est un homme rangé, marié et père de famille. Leur amitié ne les empêche pas d'avoir des méthodes parfaitement différentes. Mais la disparition de cent kilos d'héroïne, dérobés dans les locaux mêmes de la brigade des stups, va leur faire oublier leur concept sur la façon d'exercer leur métier, pour se lancer à la poursuite des voleurs.","https://www.themoviedb.org/movie/9737","https://image.tmdb.org/t/p/w500/at4ZF98aNjML2IeauN0dnbm6aJ5.jpg","6.82","6569","1995-04-07","en","12.0532"
"9738","Reed Richards tente de persuader Victor Fatalis, un riche industriel originaire de Latverie, en Europe centrale, de financer une mission au cœur du cosmos pour arriver à percer les mystères de l'origine du monde. Le projet accepté, il embarque avec l'astronaute Ben Grimm, Sue Storm, son ancienne petite amie, et Johnny Storm, le frère de Sue, un pilote casse-cou. Mais une tempête cosmique fonce tout droit sur la station spatiale, répandant un nuage de particules radioactives. Les codes génétiques des astronautes en sont à tout jamais modifiés. De retour sur Terre, ils commencent à muter. La presse les considère comme des super-héros et les baptise « les 4 Fantastiques »...","https://www.themoviedb.org/movie/9738","https://image.tmdb.org/t/p/w500/msISNqhfehAE3xBlIdwK5tBjiev.jpg","5.8","9483","2005-06-29","en","10.3616"
"9739","En 2032, à San Angeles, une mégalopole californienne où toute violence a été éradiquée, Simon Phoenix, un tueur psychopathe condamné à une longue peine d'hibernation et de rééducation, profite d'une visite médicale pour s'évader. Seul recours pour le neutraliser  : réanimer son ennemi de toujours : John Spartan, un policier surnommé ""Demolition Man"", cryogénisé à titre de punition pour homicide par imprudence en 1996.","https://www.themoviedb.org/movie/9739","https://image.tmdb.org/t/p/w500/r01JaOjD8imIKPYHw97dsLmrc7A.jpg","6.7","3816","1993-10-08","en","9.0266"
"9741","Unique survivant d'une catastrophe ferroviaire à la périphérie de Philadelphie, David Dunn, un agent de sécurité à la vie des plus banales, s'interroge sur les raisons qui lui ont permis d'échapper à la mort et de sortir de ce cauchemar sans la moindre égratignure. Quelque temps plus tard, Elijah Price, un étrange personnage féru de bandes dessinées, prend contact avec David. Il souffre d'une fragilité du squelette qui l'oblige à rester au lit, le moindre choc pouvant lui causer une fracture. Price soumet à Dunn une théorie pour le moins surprenante. Cet homme aux os de verre serait inextricablement lié à Dunn qui, lui, n'a jamais contracté la moindre maladie de sa vie...","https://www.themoviedb.org/movie/9741","https://image.tmdb.org/t/p/w500/t2Vvyqs3M7706Da1dUVDwP2bE7d.jpg","7.143","9468","2000-11-22","en","11.9514"
"9753","Après qu'un incendie ait immobilisé son luxueux bateau de croisière, l'homme d'affaires texan Jack Matson se réfugie sur une île aussi paradisiaque qu'isolée. A ses côtés, sa femme, la superbe Jennifer, et Manuel, le seul membre d'équipage. Traité avec le plus grand mépris par le couple, Manuel se révèle entre tous le plus apte à la survie. Désormais en position de force, il se retrouve malgré lui au centre d'un jeu extrêmement dangereux, jeu où la très, la trop séduisante Jennifer devient tout à tout victime et manipulatrice.","https://www.themoviedb.org/movie/9753","https://image.tmdb.org/t/p/w500/v45dAZ1vI4NUqcYcLUmGVXHGYFj.jpg","5.47","247","2006-05-05","en","3.4429"
"9757","L'histoire de Norbit Albert Rice a tout d'un conte de fées. Recueilli et élevé par un vieux restaurateur chinois, Mr. Wong, ce gentil petit orphelin rencontre à huit ans la douce et jolie Kate, dont il tombe éperdument amoureux. Un cruel destin ne tarde pas à les séparer. A neuf ans, Norbit devient à son corps défendant le protégé de Rasputia. Après l'avoir arraché aux griffes de trois brutes, cette gamine méchamment musclée jette son dévolu sur lui. Craignant son redoutable crochet du droit, timide Norbit cède à ses avances et devient son petit ami.Les années passent, il épouse la mégère et tombe sous la coupe de ses trois abominables beaux-frères qui font régner la terreur dans toute la région. Cette histoire serait bien trop triste si Kate, plus radieuse que jamais, ne revenait en ville, bien décidée à lui donner une fin heureuse et à sauver Norbit, fût-ce malgré lui...","https://www.themoviedb.org/movie/9757","https://image.tmdb.org/t/p/w500/2ubHiDPU5GcVetVXME51pKlc7ga.jpg","5.7","2440","2007-02-08","en","10.8194"
"9759","Jessica, une femme kidnappée et séquestrée, passe un appel téléphonique au hasard et tombe sur Ryan, un jeune homme à qui elle demande de l'aide. Ce dernier, qui n'a rien d'un super-héros, va se lancer dans une incroyable course contre la montre pour sauver celle qui n'est qu'une voix.","https://www.themoviedb.org/movie/9759","https://image.tmdb.org/t/p/w500/xY2Hp6h60D1572x2NeGnQH7T7fl.jpg","6.4","1950","2004-09-06","en","4.3226"
"9760","Il était une fois quatre orphelins à qui il allait arriver des problèmes. L'un d'eux avait été élevé par le conservateur du Louvres - où rôdait un assassin albinos, la seconde avait été traumatisée par l'attaque de serpents dans son avion, le troisième sortait juste d'une école de mutants et le dernier était un réfugié du Catch libre mexicain...Lorsque ensemble, ils visitent une chocolaterie, ils tombent sur une armoire enchantée qui leur ouvre le passage vers le fabuleux pays de Gnarnia (le G ne se prononce pas). Dans ces contrées merveilleuses, ils rencontrent un flamboyant pirate des îles, une bande d'étudiants en troisième année de magie et un lion majestueux aussi sage qu'obsédé. Tous vont unir leurs forces pour essayer de mettre une pâtée à la terrifiante Saleté Blanche. Dans ce cas précis, le fait que le mal triomphe serait-il vraiment une catastrophe ?","https://www.themoviedb.org/movie/9760","https://image.tmdb.org/t/p/w500/jnluxhMLDg2MbnEgGTmA46cWmnf.jpg","3.9","1571","2007-01-25","en","5.237"
